text,label
"abhi hal men yah fury men none hai ki millions yuddh virodhi antiwar ne saddam husain ke virooddh ek bhi word nahin kaha aur n hi unke regime men pirit hatya ke shikar hue logon ke prti ek bhi sympathy ka word nikala. iske bajay unhonne ameriki president aur iota ke minister ke virooddh aakrosh pradarshit kiya.
",0
"choose ki kaun si service to edit haia C
",1
"agar hamen anuvad karna ho to ham kahenge ki soory ka rng lohit tha.
",1
"stages of development avastha men ek organism
",1
"25 ki rat ke bad good se kabhi so n sake.
",0
"kuchh vyaktiyon ke virooddh udisa maintens aanph pablik aanrdar ekt-1948 ke adhin kanooni karrvaee ki gee thi, aur aesa lagta hai ki in bhootpoorv rajaon ke, khas taur par kalahandi ke raja ke, protsahan aur aarthik sahayta se ye log us karar ki kasauti karne ke lie haeekort tak gaye hain, jo aage ki kanooni karrvaee ke mool men hain.
",2
"error : object path nirdisht nahin hai
",0
"ae rasool kya tumne un logon ke hal par nazar nahin ki jo aap bare muddas bante hain magar usse kya hota hai balki uda jise chahta hai muddas banata hai aur zulm to kisi par dhage ke barabar ho hi ga nahin
",2
"vah sector that includes ki vah samast aabadi jo apni ichchhaon aur aavashyaktaon ki poorti men snlagn ho shamil hoti ho.
",2
"tonight  ek year poora ho jaega.
",1
"f ka ph bara hai aa se
",2
"punctuation chihn level sabse karne ke lie nirdharit kiya hai
",1
"market dar jaldi niche ja rahe hain.
",1
"aur aap vain ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
",1
"hamne aakash aur dharti ko aur jo kuchh unke bich hai, vyarth nahin paida kiya. yah to un logon ka guman hai jinhonne inkar kiya. ata aag men jhonke jane ke karan inkar karnevalon ki bari durgti hai
",0
"dinabhar ke lie di jane vali amount of wage
",1
"parantu harishchandra ka aagrah tha ki yadi unhen aadh hour ka bhi samay diya jae to vah use yad kar lenge.
",1
"kalpana ji space men urne vali first bharat men janmi woman thin aur space men urane vali indian origin ki doosri person thin.
",1
"right ke seat par president baithta hai , uske dayen speaker sabha ka chairman aur left lok sabha ka adhyaksh.
",1
"females and males donon men mooladhar se niche muscle present
",1
"usmen lot gee bahut si material ऎsi hai jo pahle se hi maujood thi ,
",1
"india ke niyntrak-mhalekhaprikshak ke bare men provisions
",1
"aap abhi WiMAX network se kanekted hain
",1
"agar aap uske nirnay se sntusht nahin hai, to chahen to knsilietar ko poochh-tachh ke natijon ko lekar aap kanooni karyvahi shuroo kar sakte hain.
",0
"iski tip toothed and sharply huk vali hoti hai
",1
"ye outer circle shows raha hai ki kin savalon par unhonne dhyan diya.
",2
"aur ye run forever rahe , kyonki ye mujh jaise people ko jivika deti hai
",2
"body ke sabhi part par application of mud
",1
"to same is ek hi statement puna bana sakte hain.
",1
"to phir tumhen in boy sari books ki kya jaroorat hai
",2
"anshta krmit set , set ke elements ke sequencing tatha prbndhan ka ek intuitive siddhant hota hai.
",1
"eeneph fixation sabhi industry rates par duty drabaikshulk drawback ka nirdharantarminal excise shulk ki drawback ka dava karne ke lie
",1
"backward vargon ka commission bilkul beginning se hi vivadon se conspiracy raha.
",0
"jo kuchh kamaya vah ya to urdu par nichhavar kar diya ya doston aur shargidon par kharch kar put
",1
"yah essentially roop se earth tha. jahir hai, earth got changed gaya
",1
"bam making ke nuse search karta.
",1
"jo log unse pahle guzar ge unhonne bhi denied ko jhuthlaya to un par azab is tarah aa pahuncha ki unhen bar bhi n huee
",0
"S35 : yah material tatha iske martban ko safe tarike se phenka jana chahiePlease take the official container ! You find them here : http :  europa  eu  inteur-lexlexLexUriServLexUriServ  do  uri  CELEX : 32001L0059 : EN : HTML
",2
"surdas ke bare men acharya ramchandra sukal ne eyes hai- parental ke field men jitna much uddhatan soor ne apni close aankhon se kiya itna kisi or poet ne nahin.
",2
"promise ke apne part ka nishpanadan karne ke pashchamat kshtipoortikarta third favour ke virooddh koee adhikar shesh nahin rahte tatha vah third favour par tabhi mukadma indemnifier sakta hai jab uske paksh men koee assignment ho.
",2
"balki ye course to ye kahte hain ki hamne apne parents dadaon ko ek tarike par paya aur ham unko footsteps b footsteps thik raste par chale ja rahen hain
",1
"yah firm ke expenses aur earnings tatha sath hi iske debits aur jama ki amount ko bhi darshata hai.
",2
"build nahin adhishthapit karen target
",1
"agar hamen anuvad karna ho to reddish kahenge ki sun ka colour lohit tha.
",1
"aur make you understand ki illiyin kya hai vah ek likha huaa dafatar hai
",1
"social ke sab se niche vale varg ke children ki road accidents men maut hone ka khatra sab se lowest varg vale children se panch times adhik hai.
",0
"download in progress hai kya aap is kary ko sahejna chahte hain
",2
"i bhi is programme ki success men kaphi doubts own
",2
"janch len ki vartni correct hai aur aapke proxy settings correct hain
",1
"yah such nation ke nav nirman ki drishti se good nahin hai.
",0
"9  vah person , jiski custody se kori account books ya other documents updhara  1  ya updhara  1k  ke adhin abhigrihit kie jate hain , unki copies ya unse uddharan authorised officer ya us nimitt uske dvara sashakt kisi other person ki presence men aese place aur time par jo authorised officer is nimitt niyat karen le sakega.
",1
"partially ordered set, samuchchay ke tatvon ke anukraman tatha prbndhan ka ek intuitive concept hota hai.
",1
"children ko opv 5 years ki age tak diya ja sakta hai
",1
"bhale hi yah poem unki samagr collected men snklit hone se rah gee thi , to bhi apni pahli appearance se uski reputation sthapit karne men sahayta mili thi
",2
"ek person jo doosron ko service prdan karta hai.
",1
"unhen unke bapon ka beta karakar pukaro. allah ke yahan yahi adhik nyaysngat bat hai. aur yadi tum unke bapon ko n jante ho, to dharm men ve tumhare bhaee to hai hi aur tumhare sahachar bhi. is silsile men tumse jo lti huee ho usmen tumapar koee gunah nahin, kintu jiska snkalp tumhare dilon ne kar liya, uski bat aur hai. vastav men allah atyant kshmashil, dayavan hai
",2
"panorama men ek ya more images joren
",1
"vanaspiti prkar ke pnjikaran hetu aavedan prajanak athva uske adhinyassi dvara nirdharit shulko ke sath nirdharit prapatr men prkar ke nam, paitrik prkar ka srot, athva pnjikrit kie jane vale prkar ke vikas men pryuktath prkar ka nam, prkar ke vaishishtye, ankan evn bhaugolik sthakan ko darshati aavashy k visheshtaon evn davon jaise vivarnon sahit pradhikar ko di ja sakti hai.
",2
"i to yainan tumhara trustworthy paimbar hoon to uda se daro
",2
"use ek unregistered aboard ke phalak par giraphtar kiya gaya
",0
"aur jo apni true aur apne ehad ka lihaz rakhte hain
",2
"kuchh log snbhavta sunghni lene ke lie koee anjani jagah bhi chun sakte hain , jisse tre aur ba sakte hain
",0
"ek vyakti jo doosron ko service prdan karta hai.
",1
"banking system ki is mazbooti ne ke bahar se investment ko bhi bahut attracted kiya hai.
",2
"jab tak aap yah anubhooti nahin karte hain ki sara world manifestation of divinity hai , jab tak aap apne bhitar yah anubhav nahin karte hain ki yah snsar jise aap apne charon aur dekhte hain , aur yah country , jismen aap rahte hain , manifestation of divinity hai , tab tak ye sabhi avastvik hain
",2
"iska answer satish ke mind men ready tha.
",2
"allah  uda ke messenger jo pak aura pate hain  scrolls aur
",1
"partial file 1 ka nam badal nahin sakta check permissions janchen
",2
"body ke s prishth ३९ par hain  kee sthanon par parking sthan , visheshakar , un karon ke liye rizarv rakhe gaye hain jo apne zones par orange badge ka pragarshan karte hain , aur aap simit samay ke liye un sthanon par bhi rook sakte hain , praya jahan park karne ki anumti nahin hain.
",1
"lid-aaut likhne men kuchh time lead sakta hai
",1
"57  sam sand ke tile man ko nature ka sarvottam gift hai.
",2
"ek leading agency ke roop men yoonesko sabhi international initiatives ko sabke lie shiksha ke lakshy ko pane ki or prvrit evn ekjut kar rahi hai.
",1
"du dx ki kojya x ke lie barabar hai.
",0
"fact men sardar ka frame jitnevale vnshon ya families ko hindu rajnitik polity men aasani se kshatriyas ya rajputs ke roop men svikar kar clans jata tha.
",2
"inmen kramsha13,74,283 aur 61,133 vyakti subsidised general vale varg men the aur 61,135 poora primiyam lives valon men the.
",1
"british ke press ne bhi is pradarshan ki strong aalochna karte hue likha-sbhi station par rel ke dibbon se bahar ki or munh nikalakar use honour se able karne ki is prkar chhoot di gayi , jaise ki vah kala pani jane vala convict n hokar state ka koee sammanit guest hai
",2
"tum jis dasha men bhi hote ho aur uraan se jo kuchh bhi pate ho aur tum log jo kam bhi karte ho ham tumhen dekh rahe hote hai, jab tum usmen lage hote ho. aur tumhare rab se kan bhar bhi koee chiz chhipi nahin hai, n dharti men n aakash men aur n usse chhoti aur n bari koee t chiz aesi hai jo ek perspicuous book men maujood n ho
",2
"connected by internet hue snganak aapas me antarjal rules  ke jarie soochna ka aadan-prdan karte connected
",1
"grave concern vyapak barojgari ek badi chinta ka vishay hai.
",0
"kya jis shas ne uda ke auph aur ushnoodi par apni imarat ki buniyad dali ho vah good pleasure hai ya vah shas jisne apni imarat ki buniyad is crumbling bank ke lab par rakhi ho jismen darar par chuki ho aur agar vah chahta ho phir use le de ke jahannum ki aag men phat pade aur uda zalim logon ko mnzilen masood tak nahin pahunchaya karta
",2
"pratham guru chunakkra achyut variyar aur shnkar variyar rahe.
",1
"chunbkiy parat vala ek tep, jisapar deta sngrhit kiya ja sakta hai
",1
"yah bhi snbhav hai ki limited opportunities ke karan younger generations se prtispardha ki kaun kahe vriddhon men aapas men hi prtispardha ho jae
",0
"good god corrupt ko pak se chhantakar alag kare aur napakon ko aapas men ek-doosre par rakhakar dher banae , phir use gehenna men dal de. yahi log losers men parnevale hai
",2
"kuchh to mussolini ke samman nivedan se prasann hokar aur kuchh uske colourful personality aur ancient tatha lively culture par uske impact ko dekhne ki chah se ravindrnath ne italy ka invitation svikar kiya  ve 15 curious 1926 ko naples ke lie ravana hue
",2
"aur aap wine ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
",1
"law us discipline aur aatm-snyam ki urge expression hai jiska anupalan towards aur social institutions ko karna hota control
",1
"insurance ka nominee vyakti subscriber ka near snbndhi hoga.
",1
"aur i kaha ,  tum kya karte ho
",1
"ravan ke prashn ke answer introduced hanuman ne apna parichay ram ke doot ke roop men diya.
",1
"hindi language ke samachar papers
",1
"other men boy kee aur bhi things hain , jo sheep nahin sikha sakti.
",1
"k kisi existing law ke provisions par, athva
",1
"mnchan ko niyntrit karna bhi sngat hoga ki natakkar tadnusar apni pandulipiyan teyar karne lage honge tatha abhinay aur prastutikaran ke nirdeshon ka samavesh karne lage honge.
",1
"badi mn aur dana pani hindi films ke lie likhe ge the.
",1
"ham aapko is integral jab phir se likhna karne ke lie chahta hoon
",2
"1 se 127 tak degree of blurring
",1
"farmaya tum daro nahin i tumhare sath see  sab kuchh  sunta aur dekhta see
",2
"aap uski difficult teenage years , jo kabhi-kbhi bari kathin avastha hoti hai , usse apna niji antrng sambndh sthapit kar sakte hain
",0
"india men ६४ ८ prtishat literacy hai jisme se ७५ ३ men aur ५३ ७ striyan sakshar hai.
",1
"doosri ye ki, yadi aap predict karna chahen
",2
"aur ham jis shakhs ko  bahut  long umr life hain to use ilat men ulat  kar bachchon ki tarah majboor kar  life hain to kya vah log reason nahin
",2
"marathi literature bhi time ki momentum k sath sath modern ho chuka hai.
",1
"pahle sab log ek hi din rakhte the phir aapas men jhagarne lage tab uda ne najat se ush bri dene vale aur azab se darane vale paimbron ko bheja aur in paimbron ke sath baraha kitab bhi nazil ki taki jin baton men log jhagarte the kitabe uda uska faisla kar de aur phir afsos to ye hai ki is hukm se ikhtelaph kiya bhi to unhin logon ne jin ko kitab di gayi thi aur vah bhi jab un ke pas uda ke saph ehkam aa chuke uske bad aur vah bhi aapas ki shararat se tab uda ne apni meharbani se alis eemandaron ko vah rahe ha dikha di jis men un logon ne ikhtelaph dal rakha tha aur uda jis ko chahe rahe rast ki hidayat karta hai
",2
"consolidated stock ki today ki status kya hai.
",1
"din men yah soti rahti hai aur rat men akele ya jore men day and hunting
",1
"local infrastructure dhanche aur any vikas ki mahatvpoorn aavashyaktaon ke bich ke gaps in local, jise maujooda vikas prvah men bhali prkar se door nahin kiya ja raha hai.
",0
"savitri ke prem ki shakti se chakit hokar tatha isi ke sath usse pichha chhurane ki utkat ichchha se yam ne use kee vardan die aur unhin vardanon ke kram men savitri ne ek manovaijnjanik kshan men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho.
",2
"i aamtaur aath baje sokar uthta hoon.
",1
"aur yah hamesha har step ke bad ek reality ki janch karne ke lie achchha good
",2
"jo bare-bare sins aur ashlil avoid the deadly hai aur jab unhe kisi par krodh aata hai to ve kshma kar dete hain
",0
"human body men torso , neck , dhar , baju tatha tangen hoti hain
",1
"child 3: phir sunao, grandpa!
",1
"requested device inishiylaiz maunted nahin kiya ja sakta riport ki gee reported error 1
",0
"location   s  mauzood nahin hai
",1
"b se ee tak ki line ke way poore raste chalie ,
",1
"ye legal sahi hai ki aapko becha jay
",2
"nissndeh judgement ka day ek niyat time hai ,
",2
"own apne area men old lagatar koshish kar rahe hai ki purane suspicions clear ho , aapsi samajh ki barriers khule aur bangladesh , pakistan tatha bharat ke bich sthayi friendship ke lie paristhitiyan anukool bane.
",2
"jute ke plants ko 21 se 38 degrees selsiyas temperature tatha 70 se 80 cent relative humidity ki jaroorat parti hain.
",1
"apne interview men bharali ne  marriage ke bad  ki har happened ka kramvar yaura diya hai
",1
"recent dinon bilateral snbndhon men significant acceleration tatha expansion huaa hai aur usmen interest sabhi kshetr shamil hain.
",2
"example sipain men  XML : : panel   etc   xml   php   rom   java  aadi.
",1
"latest men snpoorn sugar domestic ke manufacturers ke lie sngthit kshetr men tons ikaiyan hain aur prti varsh global 200 position ki snsthapit capable vale purje hain.
",1
"people , crime ke victim hue kuchh logon men phir se uske victim banne ki further prvritti hoti hai
",0
"ham moon pe phir se ja rahe hain - 50 years bad -
",1
"aur hamne aasman se barakat vala pani wherewith we caused ba ke darakht ugae aur kheti ka anaj aur lambi lambi khajooren
",2
"jo strength india ki freedom ke lie chinta karte hain aur uske ichchhuk hain , ve mahasabha shanti aur confidence ke sath is test ka meet karen aur hamare dreams ke independence india ki disha men kndhe se kndha milakar aage badhen.
",2
"vaikom ke mndir men kalamapatt ek bahut big thatched shed baithakar gaya jata hai jo mndir ke bahut bare prangan ke uttri bhag inside a big
",1
"stkvelar ke shabdon men vah talents and personal aakarshan men inglaind bhar men apna sani nahin rakhti thi.
",2
"mainne jaldi kari jisse ki tren n chhoot jae.
",2
"parntu section 111k men ullikhit alpkalik way abhilabhon ke roop men income par pariklit aay-kar ki amount fifteen prtishat ki rate se hogi
",2
"jahan tak malgujaron ka snbadh tha, jo kee provinces formed Zkisan aur sarkar ke bich snbndh banaye huye the ek varg ke roop men unhone apne kirayedaron ki sahayta ya protsahan ke lie ungli tak nahin hilaee
",2
"reading , meanings prapt karne ke purpose se symbols ke vikodan ki ek complex cognitive process hai.
",1
"samanyta ek vastu ke do parts ya upakarnon ki pairs kelie is term ka pryog kiya jata hai.
",1
"oopar sikhara bhi square raha hoga
",2
"phir jo kuchh ve kamate rahe , vah unke kuchh kam n aa saka
",1
"bimari ka pahla lakshan to yah hai ki janavar jugali karna bnd kar deta haidoodh bhi vah kam matra men dene lagta hai
",0
"aur jab unhen remember dilaya jata hai, to ve remember nahin karte,
",1
"code such ke roop men , fixed chauraee ke sath text ke lie font
",1
"highest se highest amount jo mooly rup me di jani ho.
",1
"ladies aur gentlemen , aaie ham sab milakra
",2
"male condom garbh-nirodhak ka sabse effective and safe upay effective
",2
"evolution men welcome hai  next kuchh screens aapke evolution ko aapke email accounts se jurne men saksham few , aur other applications se fail ko aayat karega
",2
"agar mere pas 1 twelve ke twelve eggs hain-- ek twelve 12 ke barabar hota hai
",1
"to ham iske bare me sochte hain vo kya hai
",1
"thrust ke pnjon ki chumban mahsoos hote hi uski body aenth jati aur phir dubara dhili par jati.
",1
"bhanu ko bhoomika nibhane ke lie shayad islie taiyar kiya gaya ki ek business partner ke chief minister es bngarappa se, jo rajkumar ke rishtedar hain, nikat snbndh hain
",1
"aur record vah vyakti jiska karm-patr  uske baen hath men  uski back ke pichhe se diya gaya ,
",1
"to khud ko yad dilane ke lie , thing aur 58 exact ek hi
",1
"factory price par utpad sho room men upalabdh hai.
",1
"sivay un logon ke jo iske merciful amends kar len aur sudhar kar len. to nishchay hi allah bahut kshmashil , atyant dayavan hai
",2
"in assi lakh shukranuon men se koee bhi ek utni hi bari snkhya ke dinbon men se kisi ek ko snshechit kar ek form a genotype utpann kar sakta hai.
",0
"aesi vastoo jo jivan ya utpti ke lie snkatajany hai
",0
"bharvi karib karib kalidas ke contemporary the
",1
"data you entered bhara hai uske karan nimn samasyaen milina
",0
"yah congenital udarvisphar ki case hai
",1
"ek hydrological unit ke lie water resources development aur management ki yojna banani hogi.
",1
"agar culture hamen changes karti ho , jo ki vah vakee karti hai -
",1
"iske alava i, aur phir aap apne monthly payment ka payment
",0
"india family planning association aur shakha karyalay.
",1
"aese drafts jinhen such ke lie bina remitter bank dvara jari advice patr ke prapt hue prastut kiya jae.
",1
"habitat : ye tree aur ghas vale khule near men rahte water
",1
"yadi children ko , is project se previous play rachna ka kuchh experience hai , to project ki story ko banane men unhen kam samay lagega.
",2
"kya image gallery pane badalne yogy hona chahie
",1
"kya tum bat   ba  ko pukarte ho aur best creator ko chhor dete ho
",2
"csr samajik uttardayitv ka notion bharat ke lie new nahin hai.
",1
"chunen ki kaun si service snpadit karni haia  C
",1
"imambare ki ek aur vihit snrachna 5 mnjila bavari siidar kunaa hai, jo poorv navabi yug ki hai.
",2
"indian maintenance rakhne aur racialism soviet colonialism ko elimination karne ke bare me sovayat union aur bharat ke view ek jaise hain.
",2
"aur usi ki udarat ki nishaniyon men se sare heavens and earth ka paida karna aur un jandaron ka bhi jo usne heavens and earth men scattered abroad hain aur jab chahe unke jama kar lene par bhi adir hai
",2
"kisi common goal ke lie milakar kam karna
",1
"replies ke replies men dvaraakoa headers bigare
",1
"skin granthiyan samanyta ji-spt ke roop men jani jati hain
",1
"vidhi men ek law ke number kee tha law hote hain.
",2
"new devices par tab par menu ke lie naya tab page aksham karen
",1
"aur kisi vishisht kshetr ke sndarbh men utkrishtta ka arth ya hoga , is bat ka nirnay ham logon ne kar bhi liya tab bhi aanevali pii ki sntanon men yah gun dikhaee dega , is bat ki koee garnti nahin di ja sakti
",2
"option dvara aashodhit band ke navikaran ka prastav vicharadhin hai.
",2
"vaccine available hai aur pregnancy women ko nahin diya ja sakta hai  vaccine lene ke bad women ko least se least ek month tak garbhdharan nahin karna chahiye
",1
"cell ke kendr men pnkti baddh honge
",1
"buddh ka janm din vyapak roop se theravda deshon men manaya jata hai unki mata ka unke janm ke sat din bad nidhan ho gaya tha.
",0
"iske bad bhaybhit aur aashnka se bhare rajraj varma samne forward
",0
"gora ne thori der chup rahakar kaha, dekhie, in sab mamlon men mujhe n phnsaiye.
",2
"aapke computer par kisi any program ne extension jora hai , jo Chrome ke works karne ke tarike ko chrome sakta hai
",1
"yah aspashtta kanon ke dynamical equations men chalti rahi.
",2
"india men ६४  ८ prtishat literacy hai jisme se ७५  ३  men aur ५३  ७  striyan literate hai.
",1
"ball ko do ran ke lie don mat. use park se bahar pahunchane ke lie aim sadhie. amar vyaktiyon ke sath ka lakshy company
",1
"yah festivities ten last first chalta hai , jinmen se pahli others nights kee aspects men durga aur kee aspects men lakshmi ya saraswati ko samarpit hoti hain.
",2
"isi se uska called padmpad pad gaya.
",1
"2 bharat ki vividhta ko dekhte hue parliament government jyada upyogi hai is me desh ke sabhi vargon ke log mntri parishad me liye ja sakte hai
",2
"aur usko bhi chalis lakh times dekha gaya hai.
",1
"nyayalay ne kaha ki ve shabd sirph hasyaspad the aur pathkon par koee prbhav incapable of producing the.
",0
"iske viprit elesdi ka ek hi bar dam lagane se kisi latent mental illness vale vyakti ko manovaigyanik hani pahunchne ki snbhavna ho sakti hai .
",0
"bahut snbhav hai ki violin ka bow bhi ek rod ko doosri rod par act aag jalane vali samany jivan ki kriya ka hi viksit roop ho
",2
"sync set ap karne ka pryas karte samay ek error utpann huee
",0
"notes ya sikkon ki aesi amount jo cashes dainik kary vyavhar ke lie apne nakdi box men rakhta ho.
",1
"aur plants belen , aur darakht  usi ko  sajda karte hain
",1
"is occasion par , president ne kaha ki , india fortunate hai ki uske pas change ki population agenda ki prapti ke lie large young pii hai.
",2
"girl varsh ki teleza apne school ke echaaeevieds roktham club v local galsr guides chapter ki chairperson hai.
",0
"course many vidvan is point ka virodh karte hain , phir bhi bahut se scholars ki yah manyta hai ki tntr-vady ke nirman ka vichar snbhavat : hunting ya martial snbndhi harp aur arrow ke kon dvara utpann twang se dimag men aaya hoga
",0
"schools men students ko corporal punishment dene par rok honi chahie aur vidyarthiyon ko positive initiatives karne ke lie protsahit kiya jana chahie.
",2
"achanak uttam ko coral ki chattanon ke bich men ek peculiar si object lying huee dikhaee di.
",0
"chromium ab aur updating nahin kar raha hai kyonki aapka operating system aprachlit hai
",0
"shrimad bhagavadgita ka saral elementary hindi translation
",1
"kisi project ko banane men cost element ki upeksha nahin ki ja sakti.
",2
"movement men n keval shri bhatt ke priy embrace ke trees balki world ki sari creation bhi shamil
",2
"nematodes sootrak ya nema ke roop men bhi jane jate hain
",1
"main fox hoon!  s fox ne kaha.
",1
"yahan ek bahut short text hai.
",1
"gandhiji ne gandhiji claimed ki har ko apni har told his colleagues se kah diya ki agar ven leave the congress se sahamat nahin hain to ven kangres se hat sakten hain.
",0
"decisions issues ke bare men aapki council ke open more sarvajnik honge aur council aapke samne more javab deh hogi
",1
"usne to bengal ko jit liya tha n
",1
"chalo yah number line par aarekhit karen.
",2
"court ne jo decree di vah ek appealable decree thi.
",1
"21 fort aayaran phort ke roop men bhi jana jata hai fort bharatpur ke prmukh aetihasik aakarshnon men se ek it
",2
"rest house ka arth us building se hota hai , jiska pryog travelers dvara shelter ke lie kiya jata hai.
",1
"char decades se more , gurbakhsh sinh punjabi journalism par aachchhadit rahe.
",1
"india ke president , shri pranab mukharji ne women ke bare men negative perceptions ko badalne ka aagrah kiya.
",0
"kabhi local craftsmen bhi apni kalakritiyon ko yahan par sale ke lie rakh dete hain
",1
"device men FILTER _ SLOT property samarthan upalabdh nahin hai
",0
"yah soluble fibre ka best source hai.
",2
"god ne unke hearts par aur vision par muhar laga di hai aur unki aankhon par parda punishment hai , aur unke lie bari yatna hai
",2
"aesa karna mahatma gandhi ko unki 150birth anniversary par hamari shraddhanjli hogi jo varsh2019 men manaee jaegi.
",2
"aur  serve  aume samood ke pas unke brother saleh ko  paimbar banakar bheja  to unhonne  apni people se  kaha h meri people uda hi ki parastish god uske siva koee tumhara mabood nahin usi ne tumko zamin  ki earth  se paida kiya aur tumko usmen basaya to usse maphirat ki lord mgon phir uski bargah men repentance god  responsive mera paravardigar  har shash ke  rib aur sabki sunta aur lord ubool karta hai
",2
"aur un logon ka pichha karne men susti n dikhao. yadi tumhen none god hai  to unhen bhi none god hai , jis tarah tumko none god success aur tum knowing se us chiz ki aasha karte ho , jis chiz ki ve aasha nahin karte. knowing to chary kuchh jannevala , tatvadarshi hai
",2
"yah 2 feet bhi nahi hai
",1
"aap ki local social ki sevaen other department aap ko aap ke sthaniy organisations ke bare men batayega.
",1
"adhikansh samitiyon public is directly athva apratyaksh ng se tab snbaddh hoti hai jab memoranda containing suggestions jnjapan prapt hote hain.
",1
"jab aadhi dead of night, rano kakamahal pahuncha to natar ne use moomal ke kaksh men yah kahakar jane se mana kiya ki mumal ab aur kisi se prem karti hai.
",1
"unexpected leaders ko is polling men chuna gaya.
",1
"baki ke do sadasyon ke pas ya to special educational aavashyaktaon ya sthaniy sarkar ya donon hi ke bare knowledge and experience anubhav hoga
",2
"to product rules hamen madad karte hain.
",2
"sabhi DRIVENAME search
",1
"is prkar back the clock chalakar , ham apna mool vnsh punarjivit kar sakte hain , hamara lakshri-oonshchhsh-y ham final goal se tatha parivar niyojan se prapt kar sakte hain
",2
"is audience men tatha large aaspas aese bahut se elders hain jo ki large country tatha samaj ke lie valuable sahyog prdan kar rahe hain.
",2
"is lie agar ham percent ke nishan ko hata dete hain to, ham dashamalav ko
",1
"agriculture men modern biology ka upyog need ki jaroorat hai.
",1
"job par lagne ke shighr bad hi 1912 me shivdaee ke sath unka vivah ho gaya, jiske sath janm se hi unki mngni ho chuki jivan 19 thi.
",1
"aur sabhi cases men hame poochhna hai
",1
"jab ve usmen dale jaenge to uski daharne ki bhayanak aavaz sunenge aur vah prkop se while rahi hogi.
",1
"something mana jata hai ki focus karne vale ka dhyan bhng ho chuka hai ,
",0
"project manager plugin ke lie Anjuta
",1
"kya quantity is equation ke donon pakshon ke lie shamil kiya jana chahie
",1
"horizontal instability ke samupyojan ka ek prarupik udaharan dhrviy barph-topi jaise uchch elbdo ke tampering with regions hai.
",2
"at : government ne nishchay kiya ki constitution ka amendment necessary nahin hai
",1
"islie nimhains dvara aarnbh kie ge ee-haspital aur ee-projekt karyakram utkrisht pahal hain, any snsthaon dvara anukaran kie jane yogy hai.
",2
"aur blasting men bhi  sign lie nishani hai  jabki hamne unapar wind vayu chala di
",1
"is imarat ke top ek big tomb sushobhit building
",2
"patti men paya jane vala ek type of vein vinyas jahan apne aarnbh hone ke sthan se ant hone ke sthan tak shiraen ek doosre ke samantar hoti hain
",1
"tab signs retribution unse  unki shararat ka  badla liya to choonki vah log hamari aayton ko sea the aur unse heedless rahte the retribution unhen dariya men dubo diya
",0
"unhonne wasn kiya ki vahan enough progress nahin thi
",2
"assembly men discussions svtntr , svachchh evn nirbadh huaa karti thin
",2
"march 2010 men uprashtrapti joy biden, klintan aur obama ne ek bar phir ijrayal ke sath vahi sngharsh than liya aur is bar vishesh roop se jerusalam ke sath. is bar to prshasan ko apni moorkhta se kadam vapas khinchne men keval chhah saptah lage jaisa ki vashingatan instityoot men jems jons ke bhashan aur vhait haus par eli visel ke bhojan se snket mila.
",0
"video number karne ke lie horizontal video windows ki select the number karen
",2
"india ke president tomorrow homoeopathy par ek international convention ka udghatan karenge. , president bhavan : 08042016
",1
"yah koee nahin kah sakta ki is kal ke matter might crop uth khara ho ya sarkar par kis tarah ka aakraman kar diya jae
",0
"chikitsak dvara size of uterus v kokh men amniotic fluid ki matra ki nigrani ki jani chahiye
",2
"chahe jis karan bhi ho other koi aesi vastu chahte hain jiska other sparsh kar something , jisen dekh something aur jiske samaksh shraddhapoorvak vinat ho saken.
",2
"unhonne kuchh nahin kaha sivay iske ki ae hamare rab! too hamare gunahon ko aur hamare apne mamle men jo zyadti hamse ho gee ho, use kshma kar de aur firmly our feet rakh, aur inkar karnevale logon ke muable men give us victory
",2
"rashtriy bank srijna ka publication:
",1
"hanphi panth-iske anuyayi south asia aur madhy eshiya men hain.
",1
"small agricultural products ke lie organised vidyman vyavastha ke absence men producers ko unki upaj ka good price nahin mil pata.
",0
"stabilise the market banae rakhne ke lie vinimay daron ko banae rakhna samanyta yah kary sarkar ya snbndhit pradhikriti dvara kiya jata hai.
",2
"talk unhen khabar nahin ki god unka secrets aur unki kanaphusiyon ko achchhi tarah janta hai aur yah ki god unknown ki sari baton ko bhali-bhanti janta hai
",2
"Kerberos 5 authentication ke upyog se yah option server se jorega
",1
"chunne ke channel when picking ke sath karta ko aakar den
",1
"phir azab uda ne unhen le dala aur vah zalim the hi to uda ne jo kuchh tumhen halal tayyab tahir rozi di hai good things se khao aur agar tum khuda hi ki parastish ka dava karte ho
",2
"jab activities types of works ke lie ek hi composite tender jari kiya jata ho.
",1
"attendance ki nominal check advisable hai.
",1
